http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505	Staffelkommandantin	Kommodore
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505	Luftwaffenoffizierin	Luftwaffenoffizier/Luftwaffenoffizierin
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505	Staffelkommandantin	Luftwaffenoffizierin
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505	Luftwaffenoffizier/Luftwaffenoffizierin	Staffelkommandant
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505	Luftwaffenoffizierin	Kommodore
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505	Luftwaffenoffizier/Luftwaffenoffizierin	Luftwaffenoffizier
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505	Luftwaffenoffizier/Luftwaffenoffizierin	Kommodore
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505	Staffelkommandant	Luftwaffenoffizierin
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505	Luftwaffenoffizierin	Luftwaffenoffizier
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505	Staffelkommandant	Kommodore
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/b223f402-0318-4e27-8691-df6e7f7295d2	Leutnant	Leutnantin
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/b223f402-0318-4e27-8691-df6e7f7295d2	Leutnant/Leutnantin	Leutnant
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/b223f402-0318-4e27-8691-df6e7f7295d2	Leutnantin	Leutnant/Leutnantin
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/262f21a3-ae78-46f4-a5f9-5a1f502caa90	Marineoffizier	Marineoffizierin
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/262f21a3-ae78-46f4-a5f9-5a1f502caa90	Marineoffizier/Marineoffizierin	Marineoffizierin
