conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79a5bc25-5b59-47bc-a4c2-fb8e8cb1ddf6,sistemas de redes eléctricas inteligentes ,released,knowledge,sector-specific,sistemas de redes inteligentes,"Las redes electricas inteligentes son redes de electricidad digitales. El sistema incluye el control electrónico digital de la producción, el suministro y el consumo de electricidad, la gestión de la información de los componentes y el ahorro de energía.
	",http://data.europa.eu/esco/isced-f/0713,electricidad y energía
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ac88283-80aa-4a1f-93f8-213cd2a469cb,diseñar sistemas de energía marina,released,skill/competence,sector-specific,,"Elaborar especificaciones de diseño para sistemas de energía marina y sus componentes de manera que se optimice el diseño a fin de tener una producción de energía segura y eficiente. Crear listas de comprobación para la inspección y el seguimiento de proyectos de instalaciones en alta mar finalizadas.
	",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"diseñar materiales, sistemas o productos industriales"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7afd29d7-9c9f-4151-83f2-562b8c94a3af,aplicar conceptos de gestión del transporte,released,skill/competence,sector-specific,establecer conceptos de gestión del transporte | gestionar conceptos de organización del transporte,"Aplicar conceptos de gestión del sector del transporte para mejorar los procesos de transporte, reducir los residuos, aumentar la eficiencia y mejorar la preparación de los calendarios.",http://data.europa.eu/esco/skill/58bd927f-e4cc-4b61-a679-cb91b3f8075a | http://data.europa.eu/esco/skill/6a59e69f-4f2c-4277-bbb3-c7bb792569d5,seguir instrucciones y procedimientos | gestionar la estrategia de transporte de una empresa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7b3717e4-e963-44e0-b94f-1088a7242da0,cuidar plantas,released,skill/competence,sector-specific,curar plantas | regar plantas | cultivar plantas,"Determinar la necesidad de las actividades de cuidado y dispensar cuidados mediante el cultivo, el mantenimiento, el riego y la pulverización de las plantas y los árboles manualmente o mediante el uso de equipos apropiados, teniendo en cuenta las especies vegetales y siguiendo requisitos de seguridad.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivar terrenos y plantar cultivos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2c81fe-b5f5-4691-a58d-7fd0a8b6c0e1,evitar la pérdida de calor del horno,released,skill/competence,occupation-specific,impedir que el horno pierda calor,Evitar la pérdida de calor sellando la puerta del horno con ladrillos y arcilla.,http://data.europa.eu/esco/skill/bdf2aa76-360d-429d-a967-bdb691f241fa,"manejar hornos, fraguas y equipos de secado"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7cefbd03-d544-4184-a9b4-caa1eea2a646,impacto ambiental del turismo,released,knowledge,sector-specific,huella medioambiental del turismo | impacto medioambiental del turismo | huella ambiental del turismo | impacto del turismo sobre el medio ambiente,Estudio de las repercusiones que tienen en el medio ambiente los viajes y las actividades turísticas en destinos vacacionales.,http://data.europa.eu/esco/isced-f/1015,"viajes, turismo y actividades recreativas"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7d70ed20-1c29-4ce3-bda5-9ba6c957a2d2,tipos de convertidores de energía undimotriz,released,knowledge,sector-specific,,"Los diversos tipos de dispositivos existentes para explotar la energía undimotriz, como boyas de absorción puntual, atenuadores superficiales, convertidores de energía de las olas oscilantes, dispositivos de rebosamiento o convertidores por presión diferencial sumergidos.
	",http://data.europa.eu/esco/isced-f/0713,electricidad y energía
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,hacer que otras personas adopten conductas positivas para el medio ambiente,released,skill/competence,transversal,,"Divulgar y promover conductas positivas para el medio ambiente en las redes sociales y en el trabajo.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,hacer uso de capacidades y competencias medioambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f4d1dee-bc5a-495a-926b-17b383b8d8fd,normas de construcción ecológica,released,knowledge,sector-specific,,"Directrices sobre cómo diseñar y construir edificios sostenibles. Siguen el criterio de paliar las repercusiones ambientales de los edificios, al tiempo que se promueven prácticas ecológicas entre los ocupantes.
	",http://data.europa.eu/esco/isced-f/0732,construcción e ingeniería civil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7feca0cc-f0b3-470d-ba03-48c0f7cff286,educar sobre turismo sostenible,released,skill/competence,sector-specific,,"Desarrollar programas y recursos educativos para individuos o grupos guiados con el fin de facilitar información sobre el turismo sostenible y sobre los efectos de la interacción del ser humano en el medio ambiente, la cultura local y el patrimonio natural. Educar a los turistas sobre cómo tener un impacto positivo y concienciar sobre cuestiones ambientales.
   ",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,proporcionar orientación y tutoría
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,facilitar información sobre turbinas eólicas,released,skill/competence,sector-specific,informar sobre instalaciones de turbinas eólicas,"Informar a las organizaciones y particulares que busquen métodos de energías alternativas sobre el coste, los beneficios y los aspectos negativos de la instalación y uso de turbinas eólicas, tanto residenciales como comunes, y qué debe tenerse en cuenta al considerar la aplicación de la tecnología de aerogeneradores.",http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823 | http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,facilitar información al público y a los clientes | facilitar información
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb,agrosilvicultura,released,knowledge,sector-specific,,"La aplicación de sistemas y tecnologías de ordenación del territorio que integran árboles y otras plantas leñosas perennes junto con la explotación tradicional de tierras agrícolas, con el fin de preservar la producción agrícola y proteger, al mismo tiempo, el medio natural.
	",http://data.europa.eu/esco/isced-f/0821,silvicultura
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81af8698-9873-4b3d-b6d2-8eb275bf170b,amenazas para el medio ambiente,released,knowledge,sector-specific,amenazas medioambientales | riesgos ambientales para la salud | problemas medioambientales,"Las amenazas para el medio ambiente relacionadas con peligros biológicos, químicos, nucleares, radiológicos y físicos.",http://data.europa.eu/esco/isced-f/0521,ciencias del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82423b5c-486f-42e7-b00e-7358757a8de5,tomar muestras de contaminantes,released,skill/competence,sector-specific,escoger muestras de contaminantes | seleccionar muestras de contaminantes | analizar muestras de contaminantes,Medir las concentraciones de contaminantes dentro de las muestras. Calcular la contaminación atmosférica o el flujo de gas en los procesos industriales. Identificar posibles riesgos para la seguridad o la salud como la radiación.,http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592 | http://data.europa.eu/esco/skill/5aec5b83-df71-483e-90b9-21e56a0a3cb2 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,analizar muestras | medir el nivel de contaminación | hacer ensayos y análisis de sustancias
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8248a071-5307-4a64-a62d-643a35ec31e2,tipos de paneles fotovoltaicos,released,knowledge,cross-sector,,"Tipos diferentes de células y paneles fotovoltaicos, con diferentes clasificaciones de eficiencia en diferentes tipos de meteorología, costes, durabilidad y vida útil, así como posibilidades de montaje.",http://data.europa.eu/esco/isced-f/0713,electricidad y energía
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/824fc4ec-4217-46c5-8a5c-f752bb0d2d73,biología de las plagas,released,knowledge,occupation-specific,biología de los insectos que forman plaga | biología de los insectos-plaga,Características biológicas de las plagas de insectos y roedores y su influencia en la elección de un método de gestión de plagas determinado.,http://data.europa.eu/esco/isced-f/0511,biología
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c,sistemas de iluminación artificial,released,knowledge,sector-specific,,"Tipos de iluminación artificial y su consumo de energía. La iluminación fluorescente de alta frecuencia, la iluminación LED, la luz natural y los sistemas de control programado permiten un uso eficiente de la energía.
	",http://data.europa.eu/esco/isced-f/0713,electricidad y energía
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,fabricación lean  ,released,knowledge,cross-sector,fabricación limpia,"La fabricación  ajustada es una metodología que se centra en reducir al mínimo los residuos dentro de un sistema de fabricación al tiempo que se maximiza la productividad.

	",http://data.europa.eu/esco/isced-f/0413,gestión y administración
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8318ca1f-117e-4a21-a07a-5d7515a21035,impartir formación en materia de desarrollo y gestión del turismo sostenible,released,skill/competence,sector-specific,,"Impartir formación y creación de capacidad para trabajadores del sector turístico a fin de informarles de las mejores prácticas en cuanto al desarrollo y la gestión de destinos y paquetes turísticos, al tiempo que se procura tener un impacto mínimo en el medio ambiente y las comunidades locales y se preservan de forma estricta las zonas y las especies de flora y fauna protegidas.
   ",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,formar sobre procedimientos operativos | impartir formación sobre cuestiones ambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83331548-2159-4b87-9177-c3cb29978540,inspeccionar árboles,released,skill/competence,cross-sector,examinar árboles | observar árboles | controlar árboles,Realizar inspecciones y reconocimientos de árboles.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,hacer seguimiento de condiciones medioambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,eficiencia energética,released,knowledge,sector-specific,,"Campo de información sobre la reducción del consumo de energía. Abarca el cálculo del consumo de energía, el suministro de certificados y medidas de apoyo, el ahorro de energía mediante la reducción de la demanda, el fomento del uso eficiente de los combustibles fósiles y el fomento del uso de energías renovables.",http://data.europa.eu/esco/isced-f/0713,electricidad y energía
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8550a96d-3970-46e1-83e1-371c59473ec4,ofrecer servicios de agroturismo,released,skill/competence,sector-specific,proporcionar servicios de agroturismo | ofrecer servicios de turismo rural,"Prestación de servicios para actividades de agroturismo en la explotación. Esto puede incluir la prestación de servicios de tipo alojamiento y desayuno, la restauración a pequeña escala, el apoyo a las actividades de agroturismo y ocio, como la equitación, las visitas locales guiadas, suministrar información sobre la producción y la historia de la explotación o la venta de productos agrícolas locales a pequeña escala.",http://data.europa.eu/esco/skill/e06f2d35-a160-46c2-89f1-9cae9c93c8b8,vender productos o servicios
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8570573a-937b-406a-b4b2-1def0387d0d1,mantener sistemas de energía solar concentrada,released,skill/competence,sector-specific,realizar tareas de mantenimiento en sistemas de energía solar concentrada | garantizar el funcionamiento de sistemas de energía solar concentrada | realizar reparaciones en sistemas de energía solar concentrada,"Realizar labores de mantenimiento regular además de reparar sistemas que utilicen materiales reflectantes como lentes y espejos, y sistemas de seguimiento para concentrar la luz solar en un haz que alimente a una central eléctrica a través de su generación de calor.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"mantener aparatos eléctricos, electrónicos y de precisión"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85947873-e99a-4b08-a4e3-743942710fea,gestionar proyectos de pesca,released,skill/competence,sector-specific,administrar proyectos de pesca | gestionar proyectos de conservación marina,Consultar con contratistas de los sectores tanto público como privado en proyectos de pesca como esfuerzos de restauración. Ir más allá de los planes propuestos y aportar conocimientos especializados. Preparar solicitudes de subvenciones para programas de pesca. Proporcionar asistencia técnica a los proyectos de pesca cívica. Estudiar el impacto de los cambios ambientales en las aguas. Resolver las reclamaciones de los ciudadanos. Preparar prescripciones para detectar problemas pesqueros y recomendar soluciones.,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68 | http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca,"gestionar proyectos | dirigir, supervisar y coordinar proyectos"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85f73cdf-fb6f-434d-8fff-fcd723834a90,realizar tareas de recuperación ambiental,released,skill/competence,sector-specific,ocuparse de tareas de recuperación ambiental | encargarse de tareas de recuperación del entorno,Llevar a cabo actividades que garanticen la eliminación de fuentes de polución y contaminación del medio ambiente de conformidad con la normativa de reparación medioambiental.,http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adoptar vías para reducir la contaminación | garantizar el cumplimiento de la legislación ambiental | cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8604cb5f-9e1f-427c-ba23-3c4a6853fe95,diseñar redes de recogida asociadas a parques eólicos,released,skill/competence,sector-specific,planificar redes de recogida asociadas a un parque eólico | desarrollar sistemas de recogida vinculados a un parque eólico,"Diseñar sistemas que interconecten turbinas eólicas individuales con un parque eólico y recojan y transfieran la energía a una subestación, lo que permitirá la transmisión de la energía eléctrica generada, garantizando que el sistema conecte las turbinas entre sí y la subestación de manera segura y eficiente.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"diseñar materiales, sistemas o productos industriales"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8614b988-b907-473e-a701-47b525959dc8,asesorar sobre la eficiencia energética de sistemas de calefacción,released,skill/competence,cross-sector,aconsejar sobre la eficiencia energética de sistemas de calefacción | facilitar información sobre la eficiencia energética de sistemas de calefacción,Proporcionar información y asesoramiento a clientes sobre cómo preservar un sistema de calefacción eficiente en términos energéticos en casa o en el trabajo y posibles alternativas.,http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c | http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,asesorar sobre productos y servicios | asesorar sobre medidas para mejorar la eficiencia | asesorar a otras personas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/862920c8-f2d0-4058-8fb8-9f06fbfc2446,elaborar programas de reciclado,released,skill/competence,sector-specific,desarrollar programas de reciclado | crear programas de reciclado,Desarrollar y coordinar programas de reciclado; recoger y tratar materiales reciclables para reducir los residuos.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,elaborar medidas y procedimientos operativos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86df7af2-f9f3-4c06-a500-7f1fba9e78fe,respetar procedimientos de salud y seguridad en la construcción,released,skill/competence,cross-sector,aplicar procedimientos de salud y seguridad en la construcción,"Aplicar los procedimientos pertinentes de salud y seguridad en la construcción con el fin de prevenir accidentes, contaminación y otros riesgos.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,cumplir los procedimientos de salud y seguridad
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63,bonos verdes,released,knowledge,sector-specific,,"Los instrumentos financieros negociados en mercados financieros cuyo objetivo es recaudar capital para proyectos con beneficios ambientales específicos.
	",http://data.europa.eu/esco/isced-f/0412,"gestión financiera, administración bancaria y seguros"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87af00b5-30fa-41c8-bfa5-357f22c8d589,reemplazar componentes defectuosos,released,skill/competence,cross-sector,cambiar partes defectuosas | reemplazar piezas defectuosas,Quitar las piezas defectuosas y sustituirlas por otras que funcionen.,http://data.europa.eu/esco/skill/e487f6f8-854d-4210-9658-4196f07cc209 | http://data.europa.eu/esco/skill/a4cf0e8a-54f6-4fd5-8650-1c82ea86cfd2 | http://data.europa.eu/esco/skill/ade18380-76dc-4263-8c95-f61c0a887fc4,reparar componentes electrónicos | trabajar con maquinaria y equipo especializado | remplazar aparatos defectuosos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/885808f7-f42b-406e-95f2-28efcd45ddda,realizar actividades de gestión energética en instalaciones,released,skill/competence,cross-sector,encargarse de la gestión energética en instalaciones | realizar auditorías energéticas en instalaciones | gestionar actividad energética e instalaciones,Contribuir a desarrollar estrategias eficaces de gestión de la energía y asegurarse de que sean sostenibles para los edificios. Revisar los edificios y las instalaciones para identificar dónde se pueden introducir mejoras en términos de eficiencia energética.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,adoptar vías para reducir el impacto negativo del consumo | diseñar estructuras o instalaciones
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88de7361-2054-4402-8e1a-a6feb61d8ba9,realizar estudios medioambientales aeroportuarios,released,skill/competence,sector-specific,llevar a cabo estudios medioambientales de las instalaciones aeroportuarias | hacer estudios medioambientales del aeropuerto,"Preparar y llevar a cabo estudios medioambientales, modelos de calidad del aire y estudios de ordenación del territorio.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,realizar estudios académicos o de mercado
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89a94a26-29d4-4cd7-9e9d-faebc300c1b1,efectuar controles de erosión,released,skill/competence,sector-specific,llevar a cabo controles de erosión | realizar controles de erosión,Gestionar procesos y proyectos de control de la erosión. Planificar acciones de control de la erosión para controlar o prevenir la erosión y evitar la contaminación del agua o la pérdida de suelo.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89f5fa96-ae45-4906-902c-d50ca51009c6,identificar nuevas oportunidades de reciclaje,released,skill/competence,cross-sector,conocer nuevas oportunidades de reciclaje | detectar nuevas oportunidades de reciclaje,"Investigar ideas y descubrir oportunidades para mejorar la recogida, el procesado y el reciclaje de materiales de desecho.",http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d | http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,tener espíritu emprendedor | economía circular | identificar oportunidades
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8a5d67b6-4abf-4fae-bedf-78c8882d7d47,tipos de motores de automóviles,released,knowledge,cross-sector,,"Los tipos de motores de automóviles en vehículos de carretera y los coches de carreras, incluidas las tecnologías emergentes, como los motores híbridos y los eléctricos, y cómo funcionan.",http://data.europa.eu/esco/isced-f/0716,"vehículos, barcos y aeronaves motorizadas"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171,sensibilizar sobre el medioambiente,released,skill/competence,cross-sector,,"Promover la sostenibilidad y concienciar sobre las repercusiones medioambientales de las actividades industriales y del ser humano tomando como base las huellas de carbono de procesos empresariales y otras prácticas.
    ",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,asesorar sobre cuestiones ambientales | adoptar vías para reducir el impacto negativo del consumo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6,realizar procedimientos de tratamiento de agua,released,skill/competence,sector-specific,efectuar procedimientos de limpieza del agua | realizar procedimientos de depuración del agua,"Realizar operaciones como el filtrado, la esterilización y la decloración para purificar el agua para el consumo y la producción de alimentos mediante distintos procedimientos y tecnologías como la microfiltración, la ósmosis inversa, la ozonización, la filtración de carbono o la luz ultravioleta (UV).",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"manejar sistemas o equipos de tratamiento de petróleo, sustancias químicas o agua"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,geología,released,knowledge,cross-sector,,"Tierra sólida, tipos de roca, estructuras y procesos mediante los cuales se alteran.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,ciencias de la tierra
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,aeroponía,released,knowledge,sector-specific,,"El cultivo de plantas sin utilizar ningún medio agregado, como el suelo. Las raíces de las plantas están directamente expuestas al aire o la neblina circundantes y se riegan con soluciones nutritivas.
   ",http://data.europa.eu/esco/isced-f/0812,horticultura
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c609e7c-5002-41a7-b629-0b98f132afb0,normativa sobre el vertido de materias primas al mar,released,knowledge,occupation-specific,,"La normativa medioambiental aplicable al vertido de materias primas al mar, en particular al uso de la desinfección química y la decloración para producir un efluente limpio y seguro adecuado para su vertido al mar.
	",http://data.europa.eu/esco/isced-f/0712,tecnología de protección del medio ambiente
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,supervisar terrenos,released,skill/competence,occupation-specific,verificar terrenos | inspeccionar terrenos | observar terrenos,"Supervisar los terrenos durante eventos especiales para asegurar la protección del sistema, informar sobre el estado de los terrenos y la pérdida de agua o plantas debido a averías del sistema.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,hacer seguimiento de condiciones medioambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ca08a35-2d2e-46f5-b440-8fc8ce736287,aplicar estrategias de agricultura de precisión,released,skill/competence,sector-specific,emplear estrategias de agricultura de precisión | utilizar estrategias de agricultura de precisión | servirse de estrategias de agricultura de precisión,"Aplicar tecnologías y equipos modernos con sistemas de posicionamiento de alta precisión, geocartografía y/o sistemas de dirección automatizados de actividades agrícolas.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,manejar equipos agrícolas o forestales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8dcdd2f0-1784-488f-9821-82a09c4f2cee,investigar quejas sobre gestiones inadecuadas de residuos,released,skill/competence,cross-sector,investigar quejas sobre gestiones inadecuadas de desechos | investigar quejas sobre manipulaciones inadecuadas de residuos | investigar quejas sobre manipulaciones incorrectas de residuos | investigar quejas sobre gestiones incorrectas de residuos | investigar quejas sobre gestiones incorrectas de desechos,Responder a las acusaciones y quejas sobre la manipulación y eliminación inadecuadas de residuos industriales e investíguelas.,http://data.europa.eu/esco/skill/81f29457-6d0d-4f46-9e0a-7295c7c6f090,responder a las reclamaciones
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,realizar labores de conservación forestal,released,skill/competence,sector-specific,realizar labores de reforestación,"Esforzarse por conservar y restaurar las estructuras forestales, la biodiversidad y las funciones ecológicas.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,cumplir las leyes y normas sobre protección medioambiental
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,transmitir información sobre el impacto ambiental de la minería,released,skill/competence,sector-specific,notificar sobre el impacto ambiental de la minería | informar sobre el impacto ambiental de la minería | por al corriente sobre el impacto ambiental de la minería,"Preparar charlas, conferencias, consultas con las partes interesadas y audiencias públicas sobre temas medioambientales relacionados con la minería.",http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,evaluar el impacto ambiental | asesorar sobre cuestiones ambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e01e994-0e09-4fbb-a76b-7f615678cc7d,mantener plantas de biogás,released,skill/competence,occupation-specific,garantizar el buen funcionamiento de plantas de biogás | realizar reparaciones en plantas de biogás | realizar tareas de mantenimiento en plantas de biogás,"Realizar el mantenimiento y las reparaciones de rutina en los equipos que tratan los cultivos energéticos y los residuos procedentes de las explotaciones, denominados digestores anaerobios. Asegurar que los equipos funcionen correctamente en la transformación de biomasa en biogás que se utiliza para la generación de calor y electricidad.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalar componentes de madera y de metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,energía alternativa,released,knowledge,cross-sector,,"Fuentes de energía que no tienen su origen en los combustibles fósiles y que generan pocas emisiones de gases de efecto invernadero.
	",http://data.europa.eu/esco/isced-f/0713 | http://data.europa.eu/esco/skill/1e38f5be-bb7d-42c5-8301-c16cf400f8ee,electricidad y energía | energía renovable
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f98653a-4aee-4619-91c7-0cdc2f8e225a,gestionar planes de aprovechamiento de subproductos orgánicos,released,skill/competence,occupation-specific,supervisar la implementación de planes de aprovechamiento de subproductos orgánicos | aplicar planes de aprovechamiento de subproductos orgánicos | implementar planes de aprovechamiento de subproductos orgánicos,"Aplicar planes para la utilización de subproductos orgánicos. Asegurar que los planes para la utilización de subproductos orgánicos se ajusten a la legislación pertinente,  los códigos de prácticas y a las políticas de cultivo. Asegurar que se disponga de sistemas para proteger a los seres humanos y a los animales de los peligros que entraña el trabajo con subproductos orgánicos, como gases en suspensión. Controlar la utilización de subproductos orgánicos y tomar las medidas oportunas en caso de que se identifiquen problemas.",http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,aplicar nuevos procedimientos o procesos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/901297b8-9f66-431b-a6ab-bc2235acf056,recuperar electrodomésticos averiados,released,skill/competence,occupation-specific,recoger electrodomésticos averiados | recuperar aparatos y equipos eléctricos averiados | reciclar electrodomésticos averiados,"Recoger o recibir productos que ya no sean funcionales y que no puedan repararse en hogares, organizaciones o instalaciones de recogida, de modo que puedan ser clasificados para su eliminación o reciclaje.",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,clasificar materiales o productos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/907039e2-5b33-4ea5-96ca-b6082711b491,ser consciente de los riesgos de las mercancías peligrosas,released,skill/competence,sector-specific,tener en cuenta los riesgos de las mercancías peligrosas | reconocer los riesgos de las mercancías peligrosas,"Ser consciente de las amenazas que plantean los productos potencialmente peligrosos, como materiales contaminantes, tóxicos, corrosivos o explosivos.",http://data.europa.eu/esco/skill/5b0d14b1-0bf6-4f6b-b922-4becc213f0aa | http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,transportar mercancías peligrosas | cumplir los procedimientos de salud y seguridad
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,estructura de los vehículos híbridos,released,knowledge,sector-specific,,"Nomenclatura, clasificación y estructura de los vehículos híbridos, incluidas consideraciones de eficiencia. Ventajas y desventajas de las soluciones en serie, paralelas y de división de la potencia.
	",http://data.europa.eu/esco/isced-f/0714,electrónica y automatización
