conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/isced-f/00,programas y certificaciones genéricos,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,00
SkillGroup,http://data.europa.eu/esco/isced-f/000,programas y certificaciones genéricos sin mayor definición,,,released,2023-07-13T15:16:44.968Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,000
SkillGroup,http://data.europa.eu/esco/isced-f/0000,programas y certificaciones genéricos sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0000
SkillGroup,http://data.europa.eu/esco/isced-f/001,programas y certificaciones básicos,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,001
SkillGroup,http://data.europa.eu/esco/isced-f/0011,programas y certificaciones básicos,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0011
SkillGroup,http://data.europa.eu/esco/isced-f/002,alfabetización y aritmética elemental,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,002
SkillGroup,http://data.europa.eu/esco/isced-f/0021,alfabetización y aritmética elemental,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0021
SkillGroup,http://data.europa.eu/esco/isced-f/003,competencias personales y desarrollo,,,released,2024-05-02T16:20:33.359Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,003
SkillGroup,http://data.europa.eu/esco/isced-f/0031,competencias personales y desarrollo,,,released,2024-05-02T16:20:25.557Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0031
SkillGroup,http://data.europa.eu/esco/isced-f/009,programas y certificaciones genéricos no contemplados en la clasificación,,,released,2024-05-02T16:20:14.471Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,009
SkillGroup,http://data.europa.eu/esco/isced-f/0099,programas y certificaciones genéricos no contemplados en la clasificación,,,released,2024-05-02T16:20:08.635Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0099
SkillGroup,http://data.europa.eu/esco/isced-f/01,educación,,,released,2022-01-13T14:57:09.082Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,01
SkillGroup,http://data.europa.eu/esco/isced-f/011,educación,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,011
SkillGroup,http://data.europa.eu/esco/isced-f/0110,educación sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0110
SkillGroup,http://data.europa.eu/esco/isced-f/0111,ciencias de la educación,,,released,2023-07-04T13:29:46.06Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0111
SkillGroup,http://data.europa.eu/esco/isced-f/0112,formación para docentes de  educación preprimaria,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0112
SkillGroup,http://data.europa.eu/esco/isced-f/0113,formación para docentes sin asignatura de especialización,,,released,2023-07-04T10:20:46.297Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0113
SkillGroup,http://data.europa.eu/esco/isced-f/0114,formación para docentes con asignatura de especialización,,,released,2023-10-30T10:21:08.01Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0114
SkillGroup,http://data.europa.eu/esco/isced-f/0119,educación no contemplada en la clasificación,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,0119
SkillGroup,http://data.europa.eu/esco/isced-f/018,programas y certificaciones interdisciplinarios relacionados con la educación,,,released,2022-01-13T14:49:36.928Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,018
SkillGroup,http://data.europa.eu/esco/isced-f/0188,programas y certificaciones interdisciplinarios relacionados con la educación,,,released,2022-01-13T14:56:35.789Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0188
SkillGroup,http://data.europa.eu/esco/isced-f/02,artes y humanidades,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,02
SkillGroup,http://data.europa.eu/esco/isced-f/020,artes y humanidades sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,020
SkillGroup,http://data.europa.eu/esco/isced-f/0200,artes y humanidades sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0200
SkillGroup,http://data.europa.eu/esco/isced-f/021,artes,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,021
SkillGroup,http://data.europa.eu/esco/isced-f/0210,artes sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,0210
SkillGroup,http://data.europa.eu/esco/isced-f/0211,técnicas audiovisuales y producción para medios de comunicación,,,released,2023-07-11T10:40:32.985Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0211
SkillGroup,http://data.europa.eu/esco/isced-f/0212,"diseño industrial, de modas e interiores",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0212
SkillGroup,http://data.europa.eu/esco/isced-f/0213,bellas artes,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0213
SkillGroup,http://data.europa.eu/esco/isced-f/0214,artesanías,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0214
SkillGroup,http://data.europa.eu/esco/isced-f/0215,música y artes escénicas,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,0215
SkillGroup,http://data.europa.eu/esco/isced-f/0219,artes no contempladas en la clasificación,,,released,2023-07-03T12:59:23.746Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0219
SkillGroup,http://data.europa.eu/esco/isced-f/022,humanidades (excepto idiomas),,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,022
SkillGroup,http://data.europa.eu/esco/isced-f/0220,humanidades (excepto idiomas) sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0220
SkillGroup,http://data.europa.eu/esco/isced-f/0221,religión y teología,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0221
SkillGroup,http://data.europa.eu/esco/isced-f/0222,historia y arqueología,,,released,2023-10-27T15:38:51.741Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0222
SkillGroup,http://data.europa.eu/esco/isced-f/0223,filosofía y ética,,,released,2023-07-03T08:51:02.496Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0223
SkillGroup,http://data.europa.eu/esco/isced-f/0228,programas y certificaciones interdisciplinarios relacionados con las humanidades,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0228
SkillGroup,http://data.europa.eu/esco/isced-f/0229,humanidades (excepto idiomas) no contemplados en la clasificación,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0229
SkillGroup,http://data.europa.eu/esco/isced-f/023,idiomas,,,released,2024-05-02T16:19:37.313Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,023
SkillGroup,http://data.europa.eu/esco/isced-f/0230,idiomas sin mayor definición,,,released,2023-10-31T16:01:49.771Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0230
SkillGroup,http://data.europa.eu/esco/isced-f/0231,adquisición del lenguaje,,,released,2024-05-02T16:19:31.349Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0231
SkillGroup,http://data.europa.eu/esco/isced-f/0232,literatura y lingüística,,,released,2023-10-27T15:35:14.724Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0232
SkillGroup,http://data.europa.eu/esco/isced-f/0239,idiomas no contemplados en la clasificación,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0239
SkillGroup,http://data.europa.eu/esco/isced-f/028,programas y certificaciones interdisciplinarios relacionados con las artes y las humanidades,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,028
SkillGroup,http://data.europa.eu/esco/isced-f/0288,programas y certificaciones interdisciplinarios relacionados con las artes y las humanidades,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,0288
SkillGroup,http://data.europa.eu/esco/isced-f/029,artes y humanidades sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,029
SkillGroup,http://data.europa.eu/esco/isced-f/0299,artes y humanidades sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,0299
SkillGroup,http://data.europa.eu/esco/isced-f/03,"ciencias sociales, periodismo e información",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,03
SkillGroup,http://data.europa.eu/esco/isced-f/030,"ciencias sociales, periodismo e información sin mayor definición",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,030
SkillGroup,http://data.europa.eu/esco/isced-f/0300,"ciencias sociales, periodismo e información sin mayor definición",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0300
SkillGroup,http://data.europa.eu/esco/isced-f/031,ciencias sociales y del comportamiento,,,released,2024-05-02T16:18:48.295Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,031
SkillGroup,http://data.europa.eu/esco/isced-f/0310,ciencias sociales y del comportamiento sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0310
SkillGroup,http://data.europa.eu/esco/isced-f/0311,economía,,,released,2023-07-03T12:57:32.51Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0311
SkillGroup,http://data.europa.eu/esco/isced-f/0312,ciencias políticas y educación cívica,,,released,2024-01-29T16:20:43.56Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,0312
SkillGroup,http://data.europa.eu/esco/isced-f/0313,psicología,,,released,2023-07-03T12:46:46.382Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0313
SkillGroup,http://data.europa.eu/esco/isced-f/0314,sociología y estudios culturales,,,released,2023-07-04T12:56:24.33Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0314
SkillGroup,http://data.europa.eu/esco/isced-f/0319,ciencias sociales y del comportamiento no contempladas en la clasificación,,,released,2024-05-02T16:18:42.048Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0319
SkillGroup,http://data.europa.eu/esco/isced-f/032,periodismo e información,,,released,2023-07-03T07:24:08.118Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,032
SkillGroup,http://data.europa.eu/esco/isced-f/0320,periodismo e información sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,0320
SkillGroup,http://data.europa.eu/esco/isced-f/0321,periodismo y reportajes,,,released,2023-07-03T07:23:44.668Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0321
SkillGroup,http://data.europa.eu/esco/isced-f/0322,"bibliotecología, información y archivología",,,released,2023-10-27T15:38:41.87Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0322
SkillGroup,http://data.europa.eu/esco/isced-f/0329,periodismo e información no contemplados en la clasificación,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0329
SkillGroup,http://data.europa.eu/esco/isced-f/038,"programas y certificaciones interdisciplinarios relacionados con las ciencias sociales, el periodismo y la información",,,released,2024-05-02T16:18:23.595Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,038
SkillGroup,http://data.europa.eu/esco/isced-f/0388,"programas y certificaciones interdisciplinarios relacionados con las ciencias sociales, el periodismo y la información",,,released,2024-05-02T16:18:17.042Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0388
SkillGroup,http://data.europa.eu/esco/isced-f/039,"ciencias sociales, periodismo e información no contemplados en la clasificación",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,039
SkillGroup,http://data.europa.eu/esco/isced-f/0399,"ciencias sociales, periodismo e información no contemplados en la clasificación",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,0399
SkillGroup,http://data.europa.eu/esco/isced-f/04,administración de empresas y derecho,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,04
SkillGroup,http://data.europa.eu/esco/isced-f/040,administración de empresas y derecho sin mayor definición,,,released,2020-12-10T13:24:05.932Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,040
SkillGroup,http://data.europa.eu/esco/isced-f/0400,administración de empresas y derecho sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0400
SkillGroup,http://data.europa.eu/esco/isced-f/041,educación comercial y administración,,,released,2024-05-02T16:17:54.89Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,041
SkillGroup,http://data.europa.eu/esco/isced-f/0410,educación comercial y administración sin mayor definición,,,released,2023-06-20T14:39:25.865Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,0410
SkillGroup,http://data.europa.eu/esco/isced-f/0411,contabilidad  e impuestos,,,released,2023-02-17T13:32:34.671Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0411
SkillGroup,http://data.europa.eu/esco/isced-f/0412,"gestión financiera, administración bancaria y seguros",,,released,2023-07-04T12:47:27.353Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0412
SkillGroup,http://data.europa.eu/esco/isced-f/0413,gestión y administración,,,released,2023-07-04T08:25:45.675Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0413
SkillGroup,http://data.europa.eu/esco/isced-f/0414,mercadotecnia y publicidad,,,released,2023-07-04T06:58:16.398Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,0414
SkillGroup,http://data.europa.eu/esco/isced-f/0415,secretariado y trabajo de oficina,,,released,2021-04-14T10:07:44.809Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0415
SkillGroup,http://data.europa.eu/esco/isced-f/0416,ventas al por mayor y al por menor,,,released,2023-07-04T10:39:53.648Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0416
SkillGroup,http://data.europa.eu/esco/isced-f/0417,competencias laborales,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,0417
SkillGroup,http://data.europa.eu/esco/isced-f/0419,educación comercial y administración no contempladas en la clasificación,,,released,2024-05-02T16:17:47.154Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0419
SkillGroup,http://data.europa.eu/esco/isced-f/042,derecho,,,released,2024-05-02T16:17:34.13Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,042
SkillGroup,http://data.europa.eu/esco/isced-f/0421,derecho,,,released,2024-05-02T16:17:27.976Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0421
SkillGroup,http://data.europa.eu/esco/isced-f/048,programas y certificaciones interdisciplinarios relacionados con la administración de empresas y el derecho,,,released,2023-10-30T09:05:29.607Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,048
SkillGroup,http://data.europa.eu/esco/isced-f/0488,programas y certificaciones interdisciplinarios relacionados con la administración de empresas y el derecho,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0488
SkillGroup,http://data.europa.eu/esco/isced-f/049,administración de empresas y derecho no contemplados en la clasificación,,,released,2024-05-02T16:16:25.91Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,049
SkillGroup,http://data.europa.eu/esco/isced-f/0499,administración de empresas y derecho no contemplados en la clasificación,,,released,2024-05-02T16:16:19.091Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0499
SkillGroup,http://data.europa.eu/esco/isced-f/05,"ciencias naturales, matemáticas y estadística",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,05
SkillGroup,http://data.europa.eu/esco/isced-f/050,"ciencias naturales, matemáticas y estadística sin mayor definición",,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,050
SkillGroup,http://data.europa.eu/esco/isced-f/0500,"ciencias naturales, matemáticas y estadística sin mayor definición",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0500
SkillGroup,http://data.europa.eu/esco/isced-f/051,ciencias biológicas y afines,,,released,2024-05-02T16:16:01.889Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,051
SkillGroup,http://data.europa.eu/esco/isced-f/0510,ciencias biológicas y afines sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0510
SkillGroup,http://data.europa.eu/esco/isced-f/0511,biología,,,released,2024-05-02T16:15:32.069Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,0511
SkillGroup,http://data.europa.eu/esco/isced-f/0512,bioquímica,,,released,2023-06-30T09:19:04.893Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0512
SkillGroup,http://data.europa.eu/esco/isced-f/0519,ciencias biológicas y afines no contempladas en la clasificación,,,released,2024-05-02T16:15:54.806Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,0519
SkillGroup,http://data.europa.eu/esco/isced-f/052,medio ambiente,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,052
SkillGroup,http://data.europa.eu/esco/isced-f/0520,medio ambiente sin mayor definición,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0520
SkillGroup,http://data.europa.eu/esco/isced-f/0521,ciencias del medio ambiente,,,released,2023-07-04T07:18:15.885Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,0521
SkillGroup,http://data.europa.eu/esco/isced-f/0522,medio ambientes naturales y vida silvestre,,,released,2023-06-20T15:39:26.442Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,0522
SkillGroup,http://data.europa.eu/esco/isced-f/0529,medio ambiente no contemplado en la clasificación,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,0529
SkillGroup,http://data.europa.eu/esco/isced-f/053,ciencias físicas,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,053
